PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,AgeGroup
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",1,35.0,0,0,26.55,0,Adulte
606,0,3,"Lindell, Mr. Edvard Bengtsson",1,36.0,1,0,15.55,2,Adulte
607,0,3,"Karaic, Mr. Milan",1,30.0,0,0,7.8958,2,Adulte
608,1,1,"Daniel, Mr. Robert Williams",1,27.0,0,0,30.5,2,Adulte
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",0,22.0,1,2,41.5792,0,Adulte
610,1,1,"Shutes, Miss. Elizabeth W",0,40.0,0,0,153.4625,2,Adulte
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,39.0,1,5,31.275,2,Adulte
612,0,3,"Jardin, Mr. Jose Neto",1,28.0,0,0,7.05,2,Adulte
613,1,3,"Murphy, Miss. Margaret Jane",0,28.0,1,0,15.5,1,Adulte
614,0,3,"Horgan, Mr. John",1,28.0,0,0,7.75,1,Adulte
615,0,3,"Brocklebank, Mr. William Alfred",1,35.0,0,0,8.05,2,Adulte
616,1,2,"Herman, Miss. Alice",0,24.0,1,2,65.0,2,Adulte
617,0,3,"Danbom, Mr. Ernst Gilbert",1,34.0,1,1,14.4,2,Adulte
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,26.0,1,0,16.1,2,Adulte
619,1,2,"Becker, Miss. Marion Louise",0,4.0,2,1,39.0,2,Enfant
620,0,2,"Gavey, Mr. Lawrence",1,26.0,0,0,10.5,2,Adulte
621,0,3,"Yasbeck, Mr. Antoni",1,27.0,1,0,14.4542,0,Adulte
622,1,1,"Kimball, Mr. Edwin Nelson Jr",1,42.0,1,0,52.5542,2,Adulte
623,1,3,"Nakid, Mr. Sahid",1,20.0,1,1,15.7417,0,Adulte
624,0,3,"Hansen, Mr. Henry Damsgaard",1,21.0,0,0,7.8542,2,Adulte
625,0,3,"Bowen, Mr. David John ""Dai""",1,21.0,0,0,16.1,2,Adulte
626,0,1,"Sutton, Mr. Frederick",1,61.0,0,0,32.3208,2,Senior
627,0,2,"Kirkland, Rev. Charles Leonard",1,57.0,0,0,12.35,1,Adulte
628,1,1,"Longley, Miss. Gretchen Fiske",0,21.0,0,0,77.9583,2,Adulte
629,0,3,"Bostandyeff, Mr. Guentcho",1,26.0,0,0,7.8958,2,Adulte
630,0,3,"O'Connell, Mr. Patrick D",1,28.0,0,0,7.7333,1,Adulte
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",1,80.0,0,0,30.0,2,Senior
632,0,3,"Lundahl, Mr. Johan Svensson",1,51.0,0,0,7.0542,2,Adulte
633,1,1,"Stahelin-Maeglin, Dr. Max",1,32.0,0,0,30.5,0,Adulte
634,0,1,"Parr, Mr. William Henry Marsh",1,28.0,0,0,0.0,2,Adulte
635,0,3,"Skoog, Miss. Mabel",0,9.0,3,2,27.9,2,Enfant
636,1,2,"Davis, Miss. Mary",0,28.0,0,0,13.0,2,Adulte
637,0,3,"Leinonen, Mr. Antti Gustaf",1,32.0,0,0,7.925,2,Adulte
638,0,2,"Collyer, Mr. Harvey",1,31.0,1,1,26.25,2,Adulte
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",0,41.0,0,5,39.6875,2,Adulte
640,0,3,"Thorneycroft, Mr. Percival",1,28.0,1,0,16.1,2,Adulte
641,0,3,"Jensen, Mr. Hans Peder",1,20.0,0,0,7.8542,2,Adulte
642,1,1,"Sagesser, Mlle. Emma",0,24.0,0,0,69.3,0,Adulte
643,0,3,"Skoog, Miss. Margit Elizabeth",0,2.0,3,2,27.9,2,Enfant
644,1,3,"Foo, Mr. Choong",1,28.0,0,0,56.4958,2,Adulte
645,1,3,"Baclini, Miss. Eugenie",0,0.75,2,1,19.2583,0,Enfant
646,1,1,"Harper, Mr. Henry Sleeper",1,48.0,1,0,76.7292,0,Adulte
647,0,3,"Cor, Mr. Liudevit",1,19.0,0,0,7.8958,2,Adulte
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",1,56.0,0,0,35.5,0,Adulte
649,0,3,"Willey, Mr. Edward",1,28.0,0,0,7.55,2,Adulte
650,1,3,"Stanley, Miss. Amy Zillah Elsie",0,23.0,0,0,7.55,2,Adulte
651,0,3,"Mitkoff, Mr. Mito",1,28.0,0,0,7.8958,2,Adulte
652,1,2,"Doling, Miss. Elsie",0,18.0,0,1,23.0,2,Adulte
653,0,3,"Kalvik, Mr. Johannes Halvorsen",1,21.0,0,0,8.4333,2,Adulte
654,1,3,"O'Leary, Miss. Hanora ""Norah""",0,28.0,0,0,7.8292,1,Adulte
655,0,3,"Hegarty, Miss. Hanora ""Nora""",0,18.0,0,0,6.75,1,Adulte
656,0,2,"Hickman, Mr. Leonard Mark",1,24.0,2,0,73.5,2,Adulte
657,0,3,"Radeff, Mr. Alexander",1,28.0,0,0,7.8958,2,Adulte
658,0,3,"Bourke, Mrs. John (Catherine)",0,32.0,1,1,15.5,1,Adulte
659,0,2,"Eitemiller, Mr. George Floyd",1,23.0,0,0,13.0,2,Adulte
660,0,1,"Newell, Mr. Arthur Webster",1,58.0,0,2,113.275,0,Adulte
661,1,1,"Frauenthal, Dr. Henry William",1,50.0,2,0,133.65,2,Adulte
662,0,3,"Badt, Mr. Mohamed",1,40.0,0,0,7.225,0,Adulte
663,0,1,"Colley, Mr. Edward Pomeroy",1,47.0,0,0,25.5875,2,Adulte
664,0,3,"Coleff, Mr. Peju",1,36.0,0,0,7.4958,2,Adulte
665,1,3,"Lindqvist, Mr. Eino William",1,20.0,1,0,7.925,2,Adulte
666,0,2,"Hickman, Mr. Lewis",1,32.0,2,0,73.5,2,Adulte
667,0,2,"Butler, Mr. Reginald Fenton",1,25.0,0,0,13.0,2,Adulte
668,0,3,"Rommetvedt, Mr. Knud Paust",1,28.0,0,0,7.775,2,Adulte
669,0,3,"Cook, Mr. Jacob",1,43.0,0,0,8.05,2,Adulte
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,28.0,1,0,52.0,2,Adulte
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",0,40.0,1,1,39.0,2,Adulte
672,0,1,"Davidson, Mr. Thornton",1,31.0,1,0,52.0,2,Adulte
673,0,2,"Mitchell, Mr. Henry Michael",1,70.0,0,0,10.5,2,Senior
674,1,2,"Wilhelms, Mr. Charles",1,31.0,0,0,13.0,2,Adulte
675,0,2,"Watson, Mr. Ennis Hastings",1,28.0,0,0,0.0,2,Adulte
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",1,18.0,0,0,7.775,2,Adulte
677,0,3,"Sawyer, Mr. Frederick Charles",1,24.5,0,0,8.05,2,Adulte
678,1,3,"Turja, Miss. Anna Sofia",0,18.0,0,0,9.8417,2,Adulte
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",0,43.0,1,6,46.9,2,Adulte
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",1,36.0,0,1,512.3292,0,Adulte
681,0,3,"Peters, Miss. Katie",0,28.0,0,0,8.1375,1,Adulte
682,1,1,"Hassab, Mr. Hammad",1,27.0,0,0,76.7292,0,Adulte
683,0,3,"Olsvigen, Mr. Thor Anderson",1,20.0,0,0,9.225,2,Adulte
684,0,3,"Goodwin, Mr. Charles Edward",1,14.0,5,2,46.9,2,Enfant
685,0,2,"Brown, Mr. Thomas William Solomon",1,60.0,1,1,39.0,2,Senior
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",1,25.0,1,2,41.5792,0,Adulte
687,0,3,"Panula, Mr. Jaako Arnold",1,14.0,4,1,39.6875,2,Enfant
688,0,3,"Dakic, Mr. Branko",1,19.0,0,0,10.1708,2,Adulte
689,0,3,"Fischer, Mr. Eberhard Thelander",1,18.0,0,0,7.7958,2,Adulte
690,1,1,"Madill, Miss. Georgette Alexandra",0,15.0,0,1,211.3375,2,Enfant
691,1,1,"Dick, Mr. Albert Adrian",1,31.0,1,0,57.0,2,Adulte
692,1,3,"Karun, Miss. Manca",0,4.0,0,1,13.4167,0,Enfant
693,1,3,"Lam, Mr. Ali",1,28.0,0,0,56.4958,2,Adulte
694,0,3,"Saad, Mr. Khalil",1,25.0,0,0,7.225,0,Adulte
695,0,1,"Weir, Col. John",1,60.0,0,0,26.55,2,Senior
696,0,2,"Chapman, Mr. Charles Henry",1,52.0,0,0,13.5,2,Adulte
697,0,3,"Kelly, Mr. James",1,44.0,0,0,8.05,2,Adulte
698,1,3,"Mullens, Miss. Katherine ""Katie""",0,28.0,0,0,7.7333,1,Adulte
699,0,1,"Thayer, Mr. John Borland",1,49.0,1,1,110.8833,0,Adulte
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",1,42.0,0,0,7.65,2,Adulte
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,18.0,1,0,227.525,0,Adulte
702,1,1,"Silverthorne, Mr. Spencer Victor",1,35.0,0,0,26.2875,2,Adulte
703,0,3,"Barbara, Miss. Saiide",0,18.0,0,1,14.4542,0,Adulte
704,0,3,"Gallagher, Mr. Martin",1,25.0,0,0,7.7417,1,Adulte
705,0,3,"Hansen, Mr. Henrik Juul",1,26.0,1,0,7.8542,2,Adulte
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",1,39.0,0,0,26.0,2,Adulte
707,1,2,"Kelly, Mrs. Florence ""Fannie""",0,45.0,0,0,13.5,2,Adulte
708,1,1,"Calderhead, Mr. Edward Pennington",1,42.0,0,0,26.2875,2,Adulte
709,1,1,"Cleaver, Miss. Alice",0,22.0,0,0,151.55,2,Adulte
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",1,28.0,1,1,15.2458,0,Adulte
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,24.0,0,0,49.5042,0,Adulte
712,0,1,"Klaber, Mr. Herman",1,28.0,0,0,26.55,2,Adulte
713,1,1,"Taylor, Mr. Elmer Zebley",1,48.0,1,0,52.0,2,Adulte
714,0,3,"Larsson, Mr. August Viktor",1,29.0,0,0,9.4833,2,Adulte
715,0,2,"Greenberg, Mr. Samuel",1,52.0,0,0,13.0,2,Adulte
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,19.0,0,0,7.65,2,Adulte
717,1,1,"Endres, Miss. Caroline Louise",0,38.0,0,0,227.525,0,Adulte
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",0,27.0,0,0,10.5,2,Adulte
719,0,3,"McEvoy, Mr. Michael",1,28.0,0,0,15.5,1,Adulte
720,0,3,"Johnson, Mr. Malkolm Joackim",1,33.0,0,0,7.775,2,Adulte
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",0,6.0,0,1,33.0,2,Enfant
722,0,3,"Jensen, Mr. Svend Lauritz",1,17.0,1,0,7.0542,2,Enfant
723,0,2,"Gillespie, Mr. William Henry",1,34.0,0,0,13.0,2,Adulte
724,0,2,"Hodges, Mr. Henry Price",1,50.0,0,0,13.0,2,Adulte
725,1,1,"Chambers, Mr. Norman Campbell",1,27.0,1,0,53.1,2,Adulte
726,0,3,"Oreskovic, Mr. Luka",1,20.0,0,0,8.6625,2,Adulte
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,30.0,3,0,21.0,2,Adulte
728,1,3,"Mannion, Miss. Margareth",0,28.0,0,0,7.7375,1,Adulte
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",1,25.0,1,0,26.0,2,Adulte
730,0,3,"Ilmakangas, Miss. Pieta Sofia",0,25.0,1,0,7.925,2,Adulte
731,1,1,"Allen, Miss. Elisabeth Walton",0,29.0,0,0,211.3375,2,Adulte
732,0,3,"Hassan, Mr. Houssein G N",1,11.0,0,0,18.7875,0,Enfant
733,0,2,"Knight, Mr. Robert J",1,28.0,0,0,0.0,2,Adulte
734,0,2,"Berriman, Mr. William John",1,23.0,0,0,13.0,2,Adulte
735,0,2,"Troupiansky, Mr. Moses Aaron",1,23.0,0,0,13.0,2,Adulte
736,0,3,"Williams, Mr. Leslie",1,28.5,0,0,16.1,2,Adulte
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",0,48.0,1,3,34.375,2,Adulte
738,1,1,"Lesurer, Mr. Gustave J",1,35.0,0,0,512.3292,0,Adulte
739,0,3,"Ivanoff, Mr. Kanio",1,28.0,0,0,7.8958,2,Adulte
740,0,3,"Nankoff, Mr. Minko",1,28.0,0,0,7.8958,2,Adulte
741,1,1,"Hawksford, Mr. Walter James",1,28.0,0,0,30.0,2,Adulte
742,0,1,"Cavendish, Mr. Tyrell William",1,36.0,1,0,78.85,2,Adulte
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",0,21.0,2,2,262.375,0,Adulte
744,0,3,"McNamee, Mr. Neal",1,24.0,1,0,16.1,2,Adulte
745,1,3,"Stranden, Mr. Juho",1,31.0,0,0,7.925,2,Adulte
746,0,1,"Crosby, Capt. Edward Gifford",1,70.0,1,1,71.0,2,Senior
747,0,3,"Abbott, Mr. Rossmore Edward",1,16.0,1,1,20.25,2,Enfant
748,1,2,"Sinkkonen, Miss. Anna",0,30.0,0,0,13.0,2,Adulte
749,0,1,"Marvin, Mr. Daniel Warner",1,19.0,1,0,53.1,2,Adulte
750,0,3,"Connaghton, Mr. Michael",1,31.0,0,0,7.75,1,Adulte
751,1,2,"Wells, Miss. Joan",0,4.0,1,1,23.0,2,Enfant
752,1,3,"Moor, Master. Meier",1,6.0,0,1,12.475,2,Enfant
753,0,3,"Vande Velde, Mr. Johannes Joseph",1,33.0,0,0,9.5,2,Adulte
754,0,3,"Jonkoff, Mr. Lalio",1,23.0,0,0,7.8958,2,Adulte
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",0,48.0,1,2,65.0,2,Adulte
756,1,2,"Hamalainen, Master. Viljo",1,0.67,1,1,14.5,2,Enfant
757,0,3,"Carlsson, Mr. August Sigfrid",1,28.0,0,0,7.7958,2,Adulte
758,0,2,"Bailey, Mr. Percy Andrew",1,18.0,0,0,11.5,2,Adulte
759,0,3,"Theobald, Mr. Thomas Leonard",1,34.0,0,0,8.05,2,Adulte
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,33.0,0,0,86.5,2,Adulte
761,0,3,"Garfirth, Mr. John",1,28.0,0,0,14.5,2,Adulte
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",1,41.0,0,0,7.125,2,Adulte
763,1,3,"Barah, Mr. Hanna Assi",1,20.0,0,0,7.2292,0,Adulte
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",0,36.0,1,2,120.0,2,Adulte
765,0,3,"Eklund, Mr. Hans Linus",1,16.0,0,0,7.775,2,Enfant
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",0,51.0,1,0,77.9583,2,Adulte
767,0,1,"Brewe, Dr. Arthur Jackson",1,28.0,0,0,39.6,0,Adulte
768,0,3,"Mangan, Miss. Mary",0,30.5,0,0,7.75,1,Adulte
769,0,3,"Moran, Mr. Daniel J",1,28.0,1,0,24.15,1,Adulte
770,0,3,"Gronnestad, Mr. Daniel Danielsen",1,32.0,0,0,8.3625,2,Adulte
771,0,3,"Lievens, Mr. Rene Aime",1,24.0,0,0,9.5,2,Adulte
772,0,3,"Jensen, Mr. Niels Peder",1,48.0,0,0,7.8542,2,Adulte
773,0,2,"Mack, Mrs. (Mary)",0,57.0,0,0,10.5,2,Adulte
774,0,3,"Elias, Mr. Dibo",1,28.0,0,0,7.225,0,Adulte
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",0,54.0,1,3,23.0,2,Adulte
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,18.0,0,0,7.75,2,Adulte
777,0,3,"Tobin, Mr. Roger",1,28.0,0,0,7.75,1,Adulte
778,1,3,"Emanuel, Miss. Virginia Ethel",0,5.0,0,0,12.475,2,Enfant
779,0,3,"Kilgannon, Mr. Thomas J",1,28.0,0,0,7.7375,1,Adulte
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0,43.0,0,1,211.3375,2,Adulte
781,1,3,"Ayoub, Miss. Banoura",0,13.0,0,0,7.2292,0,Enfant
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,17.0,1,0,57.0,2,Enfant
783,0,1,"Long, Mr. Milton Clyde",1,29.0,0,0,30.0,2,Adulte
784,0,3,"Johnston, Mr. Andrew G",1,28.0,1,2,23.45,2,Adulte
785,0,3,"Ali, Mr. William",1,25.0,0,0,7.05,2,Adulte
786,0,3,"Harmer, Mr. Abraham (David Lishin)",1,25.0,0,0,7.25,2,Adulte
787,1,3,"Sjoblom, Miss. Anna Sofia",0,18.0,0,0,7.4958,2,Adulte
788,0,3,"Rice, Master. George Hugh",1,8.0,4,1,29.125,1,Enfant
789,1,3,"Dean, Master. Bertram Vere",1,1.0,1,2,20.575,2,Enfant
790,0,1,"Guggenheim, Mr. Benjamin",1,46.0,0,0,79.2,0,Adulte
791,0,3,"Keane, Mr. Andrew ""Andy""",1,28.0,0,0,7.75,1,Adulte
792,0,2,"Gaskell, Mr. Alfred",1,16.0,0,0,26.0,2,Enfant
793,0,3,"Sage, Miss. Stella Anna",0,28.0,8,2,69.55,2,Adulte
794,0,1,"Hoyt, Mr. William Fisher",1,28.0,0,0,30.6958,0,Adulte
795,0,3,"Dantcheff, Mr. Ristiu",1,25.0,0,0,7.8958,2,Adulte
796,0,2,"Otter, Mr. Richard",1,39.0,0,0,13.0,2,Adulte
797,1,1,"Leader, Dr. Alice (Farnham)",0,49.0,0,0,25.9292,2,Adulte
798,1,3,"Osman, Mrs. Mara",0,31.0,0,0,8.6833,2,Adulte
799,0,3,"Ibrahim Shawah, Mr. Yousseff",1,30.0,0,0,7.2292,0,Adulte
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,30.0,1,1,24.15,2,Adulte
801,0,2,"Ponesell, Mr. Martin",1,34.0,0,0,13.0,2,Adulte
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",0,31.0,1,1,26.25,2,Adulte
803,1,1,"Carter, Master. William Thornton II",1,11.0,1,2,120.0,2,Enfant
804,1,3,"Thomas, Master. Assad Alexander",1,0.42,0,1,8.5167,0,Enfant
805,1,3,"Hedman, Mr. Oskar Arvid",1,27.0,0,0,6.975,2,Adulte
806,0,3,"Johansson, Mr. Karl Johan",1,31.0,0,0,7.775,2,Adulte
807,0,1,"Andrews, Mr. Thomas Jr",1,39.0,0,0,0.0,2,Adulte
808,0,3,"Pettersson, Miss. Ellen Natalia",0,18.0,0,0,7.775,2,Adulte
809,0,2,"Meyer, Mr. August",1,39.0,0,0,13.0,2,Adulte
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",0,33.0,1,0,53.1,2,Adulte
811,0,3,"Alexander, Mr. William",1,26.0,0,0,7.8875,2,Adulte
812,0,3,"Lester, Mr. James",1,39.0,0,0,24.15,2,Adulte
813,0,2,"Slemen, Mr. Richard James",1,35.0,0,0,10.5,2,Adulte
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",0,6.0,4,2,31.275,2,Enfant
815,0,3,"Tomlin, Mr. Ernest Portage",1,30.5,0,0,8.05,2,Adulte
816,0,1,"Fry, Mr. Richard",1,28.0,0,0,0.0,2,Adulte
817,0,3,"Heininen, Miss. Wendla Maria",0,23.0,0,0,7.925,2,Adulte
818,0,2,"Mallet, Mr. Albert",1,31.0,1,1,37.0042,0,Adulte
819,0,3,"Holm, Mr. John Fredrik Alexander",1,43.0,0,0,6.45,2,Adulte
820,0,3,"Skoog, Master. Karl Thorsten",1,10.0,3,2,27.9,2,Enfant
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",0,52.0,1,1,93.5,2,Adulte
822,1,3,"Lulic, Mr. Nikola",1,27.0,0,0,8.6625,2,Adulte
823,0,1,"Reuchlin, Jonkheer. John George",1,38.0,0,0,0.0,2,Adulte
824,1,3,"Moor, Mrs. (Beila)",0,27.0,0,1,12.475,2,Adulte
825,0,3,"Panula, Master. Urho Abraham",1,2.0,4,1,39.6875,2,Enfant
826,0,3,"Flynn, Mr. John",1,28.0,0,0,6.95,1,Adulte
827,0,3,"Lam, Mr. Len",1,28.0,0,0,56.4958,2,Adulte
828,1,2,"Mallet, Master. Andre",1,1.0,0,2,37.0042,0,Enfant
829,1,3,"McCormack, Mr. Thomas Joseph",1,28.0,0,0,7.75,1,Adulte
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",0,62.0,0,0,80.0,-1,Senior
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,15.0,1,0,14.4542,0,Enfant
832,1,2,"Richards, Master. George Sibley",1,0.83,1,1,18.75,2,Enfant
833,0,3,"Saad, Mr. Amin",1,28.0,0,0,7.2292,0,Adulte
834,0,3,"Augustsson, Mr. Albert",1,23.0,0,0,7.8542,2,Adulte
835,0,3,"Allum, Mr. Owen George",1,18.0,0,0,8.3,2,Adulte
836,1,1,"Compton, Miss. Sara Rebecca",0,39.0,1,1,83.1583,0,Adulte
837,0,3,"Pasic, Mr. Jakob",1,21.0,0,0,8.6625,2,Adulte
838,0,3,"Sirota, Mr. Maurice",1,28.0,0,0,8.05,2,Adulte
839,1,3,"Chip, Mr. Chang",1,32.0,0,0,56.4958,2,Adulte
840,1,1,"Marechal, Mr. Pierre",1,28.0,0,0,29.7,0,Adulte
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",1,20.0,0,0,7.925,2,Adulte
842,0,2,"Mudd, Mr. Thomas Charles",1,16.0,0,0,10.5,2,Enfant
843,1,1,"Serepeca, Miss. Augusta",0,30.0,0,0,31.0,0,Adulte
844,0,3,"Lemberopolous, Mr. Peter L",1,34.5,0,0,6.4375,0,Adulte
845,0,3,"Culumovic, Mr. Jeso",1,17.0,0,0,8.6625,2,Enfant
846,0,3,"Abbing, Mr. Anthony",1,42.0,0,0,7.55,2,Adulte
847,0,3,"Sage, Mr. Douglas Bullen",1,28.0,8,2,69.55,2,Adulte
848,0,3,"Markoff, Mr. Marin",1,35.0,0,0,7.8958,0,Adulte
849,0,2,"Harper, Rev. John",1,28.0,0,1,33.0,2,Adulte
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",0,28.0,1,0,89.1042,0,Adulte
851,0,3,"Andersson, Master. Sigvard Harald Elias",1,4.0,4,2,31.275,2,Enfant
852,0,3,"Svensson, Mr. Johan",1,74.0,0,0,7.775,2,Senior
853,0,3,"Boulos, Miss. Nourelain",0,9.0,1,1,15.2458,0,Enfant
854,1,1,"Lines, Miss. Mary Conover",0,16.0,0,1,39.4,2,Enfant
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,44.0,1,0,26.0,2,Adulte
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",0,18.0,0,1,9.35,2,Adulte
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",0,45.0,1,1,164.8667,2,Adulte
858,1,1,"Daly, Mr. Peter Denis ",1,51.0,0,0,26.55,2,Adulte
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",0,24.0,0,3,19.2583,0,Adulte
860,0,3,"Razi, Mr. Raihed",1,28.0,0,0,7.2292,0,Adulte
861,0,3,"Hansen, Mr. Claus Peter",1,41.0,2,0,14.1083,2,Adulte
862,0,2,"Giles, Mr. Frederick Edward",1,21.0,1,0,11.5,2,Adulte
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,48.0,0,0,25.9292,2,Adulte
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",0,28.0,8,2,69.55,2,Adulte
865,0,2,"Gill, Mr. John William",1,24.0,0,0,13.0,2,Adulte
866,1,2,"Bystrom, Mrs. (Karolina)",0,42.0,0,0,13.0,2,Adulte
867,1,2,"Duran y More, Miss. Asuncion",0,27.0,1,0,13.8583,0,Adulte
868,0,1,"Roebling, Mr. Washington Augustus II",1,31.0,0,0,50.4958,2,Adulte
869,0,3,"van Melkebeke, Mr. Philemon",1,28.0,0,0,9.5,2,Adulte
870,1,3,"Johnson, Master. Harold Theodor",1,4.0,1,1,11.1333,2,Enfant
871,0,3,"Balkic, Mr. Cerin",1,26.0,0,0,7.8958,2,Adulte
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",0,47.0,1,1,52.5542,2,Adulte
873,0,1,"Carlsson, Mr. Frans Olof",1,33.0,0,0,5.0,2,Adulte
874,0,3,"Vander Cruyssen, Mr. Victor",1,47.0,0,0,9.0,2,Adulte
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",0,28.0,1,0,24.0,0,Adulte
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",0,15.0,0,0,7.225,0,Enfant
877,0,3,"Gustafsson, Mr. Alfred Ossian",1,20.0,0,0,9.8458,2,Adulte
878,0,3,"Petroff, Mr. Nedelio",1,19.0,0,0,7.8958,2,Adulte
879,0,3,"Laleff, Mr. Kristo",1,28.0,0,0,7.8958,2,Adulte
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0,56.0,0,1,83.1583,0,Adulte
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",0,25.0,0,1,26.0,2,Adulte
882,0,3,"Markun, Mr. Johann",1,33.0,0,0,7.8958,2,Adulte
883,0,3,"Dahlberg, Miss. Gerda Ulrika",0,22.0,0,0,10.5167,2,Adulte
884,0,2,"Banfield, Mr. Frederick James",1,28.0,0,0,10.5,2,Adulte
885,0,3,"Sutehall, Mr. Henry Jr",1,25.0,0,0,7.05,2,Adulte
886,0,3,"Rice, Mrs. William (Margaret Norton)",0,39.0,0,5,29.125,1,Adulte
887,0,2,"Montvila, Rev. Juozas",1,27.0,0,0,13.0,2,Adulte
888,1,1,"Graham, Miss. Margaret Edith",0,19.0,0,0,30.0,2,Adulte
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",0,28.0,1,2,23.45,2,Adulte
890,1,1,"Behr, Mr. Karl Howell",1,26.0,0,0,30.0,0,Adulte
891,0,3,"Dooley, Mr. Patrick",1,32.0,0,0,7.75,1,Adulte
